Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
09/23/2014 - 1:09pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,"what are the bumps called

",Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/23/2014 - 1:15pm,,9/19/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/26/2014 - 12:45pm,,9/19/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 1:45pm,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Broken/missing limbs,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 11:47am,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 11:48am,,9/24/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,broken limbs,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 11:47am,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 8:37am,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/26/2014 - 12:42pm,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,none,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/26/2014 - 12:44pm,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,few damage but many decayed leaves,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/25/2014 - 1:16pm,,9/25/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/25/2014 - 10:47am,,9/25/14,Silver Maple,3,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/25/2014 - 10:48am,,9/25/14,Silver Maple,3,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,NO DAMAGE ,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 7:44am,,10/1/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,None,no,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 1:39pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Broken/Missing Limbs,name is goku,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2014 - 12:51pm,,10/2/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,"beetles that  eat the trees

","Are tree is very healthy. Are tree has already has been taped. 



",Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 8:39am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,a branch broke off,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 11:41am,,10/10/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/10/2014 - 8:39am,,10/10/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,missing limbs,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/23/2014 - 2:27pm,,10/11/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,The central leader has died,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/23/2014 - 3:27pm,,10/12/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/14/2014 - 1:21pm,,10/14/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,Branches with no leaves,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/14/2014 - 1:23pm,,10/14/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/14/2014 - 1:20pm,,10/14/14,Sugar Maple,4,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,heathly,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/14/2014 - 1:26pm,,10/14/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,none,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/17/2014 - 1:28pm,,10/17/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/20/2014 - 12:42pm,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,None,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/20/2014 - 11:45am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/20/2014 - 8:36am,,10/20/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,1 dead branch,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/22/2014 - 2:15pm,,10/22/14,Norway Maple,1,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,fungus dead limbs,Dave (our tree) is taller than the rest,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/22/2014 - 1:35pm,,10/22/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Broken/Missing Limbs,We named our tree Jeff,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/24/2014 - 1:13pm,,10/24/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,,,We named our tree slivy.,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/29/2014 - 8:09am,,10/29/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,,,dave is the tallest tree out of them all,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
08/05/2015 - 10:44am,,8/5/15,Sugar Maple,4,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
08/05/2015 - 10:51am,,8/5/15,Norway Maple,1,,,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,,a few smaller dead/broken branches,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
08/05/2015 - 10:51am,,8/8/15,Norway Maple,1,,,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,,"few dead branches, missing some bark ",,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/04/2015 - 1:56pm,,9/4/15,Sugar Maple,4,44.592488,-75.159389,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,31,None,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/07/2015 - 8:13am,,9/4/15,Sugar Maple,4,44.591097,-75.164052,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,241,large growth of some sort of fungi,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 10:33pm,,9/5/15,Sugar Maple,4,44.09289,-76.01157,Yes,2,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,43,One dead limb towards the top ,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/07/2015 - 7:26am,,9/6/15,Sugar Maple,4,44.592631,-75.160967,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,20,"Southern-most branch cut off, browning leaves, mulch volcano",,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 2:48pm,73,9/7/15,Red Maple,2,44,-74,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,25.5,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/07/2015 - 7:53am,,9/7/15,Sugar Maple,4,44.594621,-75.163152,Yes,2,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,24,,",fjxhbn",Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/07/2015 - 8:11am,,9/7/15,Sugar Maple,4,44.591263,-75.162505,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,63,Evidence of extensive trimming some substantial bark lok,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 10:03am,,9/8/15,Red Maple,2,44.5,-74.9,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,30,"Damage on the bark, the bark is splitting ",,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 2:02pm,69,9/8/15,Red Maple,2,44.56,-74.95,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,13,No,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 2:07pm,69,9/8/15,Red Maple,2,44.56,-74.95,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,13,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 2:47pm,71,9/8/15,Red Maple,2,44.558588,-73.947612,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,23,None Visable,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 2:02pm,,9/8/15,Red Maple,2,44.56,-74.95,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,13,None,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
